"APN"|"valid"|"geometry"
"063185160"|TRUE|list(c(6084456.21214459, 6084449.04348595, 6084453.53585455, 6084433.45317055, 6084456.21214459, 1996151.38565431, 1996115.23879414, 1996139.70597346, 1996143.91902854, 1996151.38565431))
"063185160"|TRUE|list(c(6084439.25294537, 6084420.75685013, 6084381.54700114, 6084412.78778193, 6084433.45317055, 6084426.64600867, 6084408.38453706, 6084402.52517279, 6084414.88802276, 6084412.81088318, 6084439.25294537, 1996065.87149695, 1995972.60777746, 1995980.46814249, 1996137.13925354, 1996143.91902854, 1996109.66198742, 1996113.53205904, 1996084.31805391, 1996081.78433662, 1996071.4145053, 1996065.87149695))
"063185200"|TRUE|list(c(6084290.06567599, 6084328.12214787, 6084416.8662241, 6084388.75838902, 6084320.81190385, 6084290.06567599, 1995778.88652196, 1995970.7811747, 1995952.98985551, 1995811.25986886, 1995788.97195046, 1995778.88652196), c(6084320.81190385, 6084332.41093722, 6084306.67209497, 6084295.07272592, 6084320.81190385, 1995788.97195046, 1995845.76038277, 1995851.59405962, 1995794.80600739, 1995788.97195046))
"063185220"|TRUE|list(c(6084197.0628044, 6084200.5256089, 6084229.94218244, 6084242.92963312, 6084213.01062465, 6084230.49214615, 6084269.7742258, 6084240.74872074, 6084197.0628044, 1995821.79119607, 1995839.25192305, 1995832.57674073, 1995895.41679677, 1995902.20593967, 1995990.35416603, 1995982.4788641, 1995836.12164968, 1995821.79119607))
"063185230"|TRUE|list(c(6084141.69384215, 6084146.18776561, 6084185.36023453, 6084194.20728158, 6084154.91570062, 6084180.10214317, 6084220.68722161, 6084186.82895824, 6084141.69384215, 1995806.78822983, 1995829.4481487, 1995821.11230161, 1995865.09628023, 1995873.4574205, 1996000.45618876, 1995992.319843, 1995821.59409327, 1995806.78822983))
"063185240"|TRUE|list(c(6084085.37255656, 6084131.66713232, 6084170.29723233, 6084143.57205359, 6084109.08274022, 6084092.23119009, 6084116.18450014, 6084120.47759052, 6084130.88037281, 6084128.33333651, 6084085.37255656, 1995776.73291016, 1996010.16709629, 1996002.42193471, 1995867.66432552, 1995875.4859856, 1995792.36411963, 1995786.84022397, 1995806.04973764, 1995803.66847447, 1995790.82543514, 1995776.73291016))
"063185250"|TRUE|list(c(6084543.10522667, 6084530.53881707, 6084463.21574303, 6084468.51205342, 6084469.58047713, 6084467.05037071, 6084516.62531056, 6084519.13808557, 6084535.66305909, 6084540.68858729, 6084543.10522667, 1996186.47472031, 1996121.86548785, 1996135.29764771, 1996162.00256505, 1996162.35308816, 1996145.5409113, 1996138.0802586, 1996154.77633816, 1996152.28935422, 1996185.68188135, 1996186.47472031))
"063185250"|TRUE|list(c(6084505.01046824, 6084505.13464181, 6084505.12589717, 6084505.01046824, 1996173.97678247, 1996174.01752071, 1996173.95941054, 1996173.97678247))
"063185280"|TRUE|list(c(6084540.90520405, 6084525.46439622, 6084524.64460298, 6084530.84864232, 6084505.53095054, 6084507.69697732, 6084468.07287835, 6084466.56018181, 6084453.13164029, 6084446.88281818, 6084498.1544885, 6084497.13216565, 6084430.56166163, 6084442.78975683, 6084520.29879654, 6084521.98417769, 6084540.90520405, 1996031.7118781, 1995951.6153808, 1995951.77973855, 1995983.53137399, 1995988.977642, 1995999.53455455, 1996007.81925679, 1996000.31493796, 1996003.24171839, 1995972.57753076, 1995962.22944241, 
1995957.29561981, 1995970.64212894, 1996032.30418629, 1996016.83958701, 1996025.50484142, 1996031.7118781))
"063185290"|TRUE|list(c(6084374.05368638, 6084380.07450242, 6084406.97899519, 6084403.93252696, 6084374.05368638, 1995685.70749708, 1995716.06703094, 1995710.65611753, 1995695.50781089, 1995685.70749708))
"063185290"|TRUE|list(c(6084382.56990389, 6084396.9432547, 6084439.11481503, 6084420.98826086, 6084418.93604119, 6084430.82322053, 6084403.88509031, 6084400.42670185, 6084386.95734217, 6084382.56990389, 1995728.6499142, 1995801.12650661, 1995792.58605766, 1995701.1021225, 1995700.42899073, 1995759.53752657, 1995764.954825, 1995747.75826257, 1995750.46692862, 1995728.6499142))
"063185310"|TRUE|list(c(6084084.99242915, 6084101.5012724, 6084093.5794984, 6084066.06417438, 6084073.83356432, 6084084.99242915, 1995938.51059056, 1995935.16732647, 1995895.22045436, 1995900.79285968, 1995934.84982513, 1995938.51059056))
"063185310"|TRUE|list(c(6084058.75300953, 6084006.67971577, 6084009.02110191, 6084058.75300953, 1995902.27351729, 1995912.81940434, 1995913.58751701, 1995902.27351729))
"063185320"|TRUE|list(c(6084091.19789018, 6084086.48232829, 6084070.58894473, 6084073.56449388, 6084091.19789018, 1995883.21141196, 1995859.43447408, 1995862.6309955, 1995877.42678473, 1995883.21141196))
"063185320"|FALSE|list(c(6084091.19789018, 6084091.63420374, 6084095.51090526, 6084091.19789018, 1995883.21141196, 1995885.41140436, 1995884.6262945, 1995883.21141196))
"063186010"|TRUE|list(c(6084077.57587927, 6084095.1916989, 6084189.13618985, 6084188.04468376, 6084110.87124679, 6084104.89159368, 6084182.14455032, 6084182.03968755, 6084077.57587927, 1996306.99232114, 1996396.22751277, 1996377.05054427, 1996371.5470163, 1996387.0672049, 1996357.33389061, 1996341.79770955, 1996341.26897661, 1996306.99232114))
"063186020"|TRUE|list(c(6084207.45784082, 6084191.08153502, 6084046.03352955, 6084207.45784082, 1996469.43814208, 1996386.85965997, 1996416.46843218, 1996469.43814208))
"063186020"|FALSE|list(c(6084207.45784082, 6084208.69046638, 6084219.81820073, 6084217.90812059, 6084207.45784082, 1996469.43814208, 1996475.65372872, 1996473.49406571, 1996472.86729277, 1996469.43814208))
"063186030"|TRUE|list(c(6084126.30787581, 6084129.77588142, 6084122.85238576, 6084048.23069494, 6084126.30787581, 1996542.60373946, 1996541.9069584, 1996502.49971719, 1996516.98224344, 1996542.60373946))
"063186030"|TRUE|list(c(6084191.35940376, 6084218.30314671, 6084210.63584674, 6084199.9210973, 6084204.77669484, 6084189.31460664, 6084191.35940376, 1996529.53378592, 1996524.1203317, 1996485.46276368, 1996487.54227486, 1996515.17945894, 1996517.89595539, 1996529.53378592))
"063186070"|TRUE|list(c(6084318.15919058, 6084298.10516431, 6084255.38034362, 6084270.22396736, 6084272.88139911, 6084318.15919058, 1996724.54885485, 1996625.3855293, 1996633.97005045, 1996708.81768589, 1996709.68979005, 1996724.54885485), c(6084272.88139911, 6084261.58894504, 6084292.31293785, 6084303.6056205, 6084272.88139911, 1996709.68979005, 1996653.5383704, 1996647.35953647, 1996703.51096372, 1996709.68979005))
"063186090"|TRUE|list(c(6084337.11937426, 6084328.68015681, 6084296.6114786, 6084299.5305463, 6084291.29598253, 6084291.86126123, 6084337.11937426, 1996558.90860704, 1996517.24390315, 1996523.68716644, 1996539.57716649, 1996541.262013, 1996544.05727862, 1996558.90860704))
"063186100"|TRUE|list(c(6084413.55436462, 6084377.70113088, 6084338.48426185, 6084369.83574777, 6084379.46897814, 6084413.55436462, 1996684.40441094, 1996507.39577511, 1996515.27418898, 1996670.05754256, 1996673.21882026, 1996684.40441094), c(6084379.46897814, 6084367.58797818, 6084394.19189923, 6084405.93964599, 6084379.46897814, 1996673.21882026, 1996616.21973564, 1996610.13455658, 1996667.15201698, 1996673.21882026))
"063186110"|TRUE|list(c(6084465.72132096, 6084426.72120218, 6084387.5052384, 6084409.65353637, 6084444.4720647, 6084453.59304629, 6084435.77332915, 6084438.8136619, 6084421.89861533, 6084422.00247048, 6084465.72132096, 1996690.08694556, 1996497.54688049, 1996505.42607322, 1996614.77297451, 1996607.77057585, 1996653.12417457, 1996656.7075222, 1996671.82550859, 1996675.22734626, 1996675.74008268, 1996690.08694556))
"063186120"|TRUE|list(c(6084514.94181762, 6084475.74215028, 6084436.52529041, 6084460.12263865, 6084493.34490935, 6084505.32380846, 6084470.87842651, 6084471.22403037, 6084514.94181762, 1996681.22796339, 1996487.69787089, 1996495.57708292, 1996612.07506056, 1996604.54103781, 1996657.36368188, 1996665.17541409, 1996666.88162914, 1996681.22796339))
"063186130"|TRUE|list(c(6084563.18040991, 6084524.76315028, 6084485.54624232, 6084508.25083284, 6084544.47885724, 6084555.56870281, 6084519.41691479, 6084519.46167897, 6084563.18040991, 1996667.51618986, 1996477.84887089, 1996485.72809258, 1996597.82142908, 1996590.53559158, 1996645.67830343, 1996652.94875593, 1996653.16975819, 1996667.51618986))
"063186140"|TRUE|list(c(6084610.37245377, 6084573.74323858, 6084534.5672384, 6084567.53701991, 6084573.22927791, 6084610.37245377, 1996652.70836907, 1996468.0079099, 1996475.87907322, 1996638.65200723, 1996640.51991029, 1996652.70836907), c(6084573.22927791, 6084564.49875291, 6084596.99419768, 6084605.72496248, 6084573.22927791, 1996640.51991029, 1996597.10732549, 1996590.57215332, 1996633.98474341, 1996640.51991029))
"063186150"|TRUE|list(c(6084653.07363227, 6084621.58294418, 6084583.54735569, 6084611.11964824, 6084617.82051589, 6084612.14849601, 6084643.0642889, 6084651.88059535, 6084653.07363227, 1996618.83645684, 1996458.39671062, 1996466.0381612, 1996605.06967116, 1996607.26849473, 1996576.74666203, 1996571.00149038, 1996618.44497355, 1996618.83645684))
"063186160"|TRUE|list(c(6084562.46997079, 6084564.01197501, 6084577.74785127, 6084562.46997079, 1996359.75859893, 1996367.53391137, 1996364.77130871, 1996359.75859893))
"063186160"|TRUE|list(c(6084571.13592203, 6084579.656741, 6084617.73086394, 6084604.95880981, 6084577.74785127, 6084584.96798394, 6084571.13592203, 1996403.45528759, 1996446.42016978, 1996438.77097753, 1996373.69929045, 1996364.77130871, 1996400.67333981, 1996403.45528759))
"063186170"|TRUE|list(c(6084494.594714, 6084500.87962621, 6084512.03339232, 6084509.09453854, 6084526.88644061, 6084541.58003461, 6084512.71552865, 6084530.5968393, 6084569.85262385, 6084539.05994846, 6084494.594714, 1996278.53400089, 1996309.5627203, 1996307.31961492, 1996292.70675413, 1996289.12868211, 1996362.19191727, 1996367.99677371, 1996456.27711117, 1996448.38991774, 1996293.12272172, 1996278.53400089))
"063186180"|TRUE|list(c(6084446.79409447, 6084481.57580752, 6084520.79275114, 6084490.51305701, 6084446.79409447, 1996294.41143811, 1996466.12613759, 1996458.24690873, 1996308.75553932, 1996294.41143811))
"063186190"|TRUE|list(c(6084396.05526257, 6084432.55485776, 6084471.77171541, 6084439.77251955, 6084438.07498675, 6084396.05526257, 1996295.77462331, 1996475.97512749, 1996468.09591591, 1996310.11829433, 1996309.56133231, 1996295.77462331), c(6084438.07498675, 6084438.07498675, 6084445.63382723, 6084417.46271056, 6084409.90413409, 6084438.07498675, 1996309.56133231, 1996309.56133231, 1996342.31173263, 1996348.82352203, 1996316.07348846, 1996309.56133231))
"063186200"|TRUE|list(c(6084346.69976083, 6084383.5348085, 6084422.75076965, 6084390.41793372, 6084346.69976083, 1996303.97179328, 1996485.82411736, 1996477.94492517, 1996318.31594007, 1996303.97179328), c(6084366.35081237, 6084356.54445559, 6084386.37853786, 6084396.18513289, 6084366.35081237, 1996371.75263952, 1996322.99052759, 1996316.99059449, 1996365.75271199, 1996371.75263952))
"063186210"|TRUE|list(c(6084298.72935918, 6084334.51388203, 6084373.73070077, 6084342.44649325, 6084298.72935918, 1996319.00161768, 1996495.6722223, 1996487.79381853, 1996333.34564471, 1996319.00161768), c(6084321.08716755, 6084304.01411588, 6084335.57497628, 6084352.64764211, 6084321.08716755, 1996422.3319566, 1996337.43819773, 1996331.09103157, 1996415.98481528, 1996422.3319566))
"063186220"|TRUE|list(c(6084247.12352042, 6084251.63544822, 6084290.68036404, 6084296.97073614, 6084282.00509966, 6084285.1502922, 6084260.93198003, 6084284.12385169, 6084324.70977718, 6084292.30568086, 6084247.12352042, 1996322.83585559, 1996345.14660676, 1996337.12743839, 1996367.75481178, 1996370.828511, 1996386.14237864, 1996391.11644869, 1996505.79649238, 1996497.64193727, 1996337.66072657, 1996322.83585559))
"063186230"|TRUE|list(c(6084194.92894085, 6084232.03671712, 6084274.31976246, 6084241.27388447, 6084194.92894085, 1996329.15318165, 1996516.26116038, 1996507.76626262, 1996344.35975592, 1996329.15318165))
"063186240"|TRUE|list(c(6084266.02385881, 6084260.48114327, 6084211.11342825, 6084205.91777419, 6084210.83830958, 6084266.02385881, 1996739.04531459, 1996711.09634706, 1996721.02476778, 1996695.18970102, 1996720.93447912, 1996739.04531459))
"063186240"|TRUE|list(c(6084253.38465704, 6084245.23073612, 6084196.18842142, 6084204.01626592, 6084253.38465704, 1996675.31254012, 1996634.19665226, 1996644.28466557, 1996685.24080223, 1996675.31254012))
"063186250"|TRUE|list(c(6084169.33855915, 6084101.28634118, 6084155.50867918, 6084174.94607616, 6084169.33855915, 1996649.80745401, 1996663.80508939, 1996681.59962873, 1996677.69049398, 1996649.80745401))
"063186250"|TRUE|list(c(6084201.2152489, 6084202.63205292, 6084267.27536345, 6084198.81382398, 6084204.32745093, 6084201.2152489, 1996723.85373291, 1996731.26660618, 1996718.27891505, 1996695.81139332, 1996723.2278264, 1996723.85373291))
"063186260"|TRUE|list(c(6084225.44071795, 6084252.10853433, 6084252.46300842, 6084290.22988477, 6084272.39094679, 6084234.95468186, 6084244.75960127, 6084184.49662394, 6084188.30620578, 6084225.44071795, 1996622.9533006, 1996617.4678553, 1996619.25643029, 1996611.66808835, 1996523.45350055, 1996530.9746533, 1996580.41671528, 1996591.82374446, 1996610.76709545, 1996622.9533006))
"063191010"|TRUE|list(c(6083933.77787557, 6083941.28504009, 6083959.54891766, 6083956.35151038, 6083975.97359008, 6083985.5654845, 6083965.94343821, 6083969.14055147, 6083950.86757297, 6083952.78535207, 6084001.51217299, 6083988.04956486, 6083933.77787557, 1996834.75214693, 1996872.11874679, 1996868.44554688, 1996852.5474205, 1996848.60138859, 1996896.29614512, 1996900.24217013, 1996916.14066698, 1996919.81540647, 1996929.36107235, 1996919.57175238, 1996852.56489756, 1996834.75214693))
"063191020"|TRUE|list(c(6084040.52470382, 6084124.85806498, 6084117.19645907, 6084015.87582003, 6084022.76840818, 6084040.52470382, 1996967.83285047, 1996950.88928406, 1996911.62925376, 1996931.98539191, 1996962.00469219, 1996967.83285047))
"063191030"|FALSE|list()
"063191040"|TRUE|list(c(6083990.88124497, 6083993.29953785, 6083986.37581143, 6083913.77883003, 6083990.88124497, 1997079.80514503, 1997079.3192774, 1997039.91062623, 1997054.49615315, 1997079.80514503))
"063191040"|TRUE|list(c(6084066.46313007, 6084144.01106808, 6084136.34946427, 6084059.53934281, 6084066.46313007, 1997064.61972575, 1997049.03929994, 1997009.77928041, 1997025.21127322, 1997064.61972575))
"063191050"|TRUE|list(c(6084030.99239651, 6084033.75781594, 6084031.32118168, 6084047.12118656, 6084044.41144302, 6084028.61142936, 6084026.83416195, 6083953.89212149, 6084030.99239651, 1997122.7452596, 1997122.18964878, 1997108.32020332, 1997105.54413485, 1997090.12175888, 1997092.89782893, 1997082.78155393, 1997097.43659285, 1997122.7452596))
"063191050"|TRUE|list(c(6084112.41966185, 6084153.58716377, 6084145.92637168, 6084105.49592491, 6084112.41966185, 1997106.38540127, 1997098.11428352, 1997058.85432407, 1997066.97734568, 1997106.38540127))
"063191060"|TRUE|list(c(6084085.32483521, 6084076.56606822, 6084056.68972576, 6084059.43577478, 6084041.31908602, 6084042.58746466, 6084085.32483521, 1997165.41564203, 1997123.78890121, 1997127.7822895, 1997141.43691733, 1997145.08001425, 1997151.38664772, 1997165.41564203))
"063191060"|FALSE|list(c(6084085.32483521, 6084086.03795587, 6084092.00019714, 6084085.32483521, 1997165.41564203, 1997168.80480503, 1997167.60690025, 1997165.41564203))
"063191070"|TRUE|list(c(6084098.87494409, 6084088.09706227, 6083997.98620515, 6084011.81293366, 6084052.66505044, 6084057.32176531, 6084098.87494409, 1997229.8143669, 1997178.59093709, 1997196.69557619, 1997201.23448243, 1997193.01888547, 1997216.17368662, 1997229.8143669))
"063191070"|TRUE|list(c(6084098.87494409, 6084107.22088407, 6084225.29637653, 6084098.87494409, 1997229.8143669, 1997269.47964419, 1997271.31478615, 1997229.8143669))
"063191080"|TRUE|list(c(6084156.23028756, 6084140.239044, 6084149.4922151, 6084111.82879642, 6084112.29665896, 6084156.23028756, 1997235.17462079, 1997159.2445112, 1997211.91165096, 1997218.52903293, 1997220.75260645, 1997235.17462079))
"063191080"|TRUE|list(c(6084139.13906418, 6084131.5206772, 6084092.30234557, 6084099.71321201, 6084139.13906418, 1997154.02155352, 1997117.84769648, 1997125.72720421, 1997160.94824685, 1997154.02155352))
"063191090"|TRUE|list(c(6084205.43727103, 6084180.42970651, 6084141.32517672, 6084156.56497146, 6084167.33758875, 6084164.4218391, 6084183.28099257, 6084192.02791994, 6084162.66048113, 6084163.24759383, 6084205.43727103, 1997233.81991342, 1997108.02101221, 1997115.87781584, 1997188.23987327, 1997186.07325205, 1997171.5754575, 1997167.78282598, 1997211.27658592, 1997217.18275788, 1997219.97050432, 1997233.81991342))
"063191090"|FALSE|list(c(6084205.43727103, 6084208.91525884, 6084216.40580724, 6084205.43727103, 1997233.81991342, 1997251.3157013, 1997237.42050378, 1997233.81991342))
"063191110"|TRUE|list(c(6084306.94444358, 6084165.53483753, 6084173.1956381, 6084286.49275687, 6084283.47732328, 6084267.04789665, 6084263.5258112, 6084312.81414947, 6084319.21100856, 6084384.05121182, 6084306.94444358, 1997026.5036867, 1997054.91472312, 1997094.17472607, 1997071.41240854, 1997054.24954297, 1997057.13631941, 1997037.08985334, 1997028.4302756, 1997064.83904426, 1997051.81211726, 1997026.5036867))
"063191120"|TRUE|list(c(6084245.87759403, 6084244.94008582, 6084248.29034597, 6084215.17679781, 6084211.96823694, 6084155.95793428, 6084163.6195318, 6084322.98299018, 6084245.87759403, 1996987.77375625, 1996987.96211308, 1997007.03016117, 1997012.84830181, 1996994.5865595, 1997005.83971215, 1997045.09969944, 1997013.08149964, 1996987.77375625))
"063191130"|TRUE|list(c(6084216.93579331, 6084146.38184071, 6084154.04263069, 6084260.20712753, 6084256.35231913, 6084216.93579331, 1996942.58965138, 1996956.76473943, 1996996.02468809, 1996974.69494637, 1996955.52681979, 1996942.58965138))
"063191180"|TRUE|list(c(6084090.69356983, 6084098.52571052, 6084107.91081399, 6084104.86076871, 6084131.81716343, 6084140.96694956, 6084105.10860451, 6084109.19988563, 6084147.46689422, 6084135.22913047, 6084090.69356983, 1996812.94120877, 1996848.9120762, 1996847.0247714, 1996831.8592839, 1996826.43806935, 1996871.93418312, 1996879.14549719, 1996897.93562579, 1996890.24704337, 1996827.557885, 1996812.94120877))
"063191190"|TRUE|list(c(6084040.39232662, 6084060.33614865, 6084099.3945379, 6084082.49995104, 6084040.39232662, 1996808.49358755, 1996907.75305534, 1996899.90568226, 1996822.31349285, 1996808.49358755), c(6084064.28300059, 6084054.77530135, 6084080.35872756, 6084089.86609871, 6084064.28300059, 1996869.3374346, 1996827.41243741, 1996821.61073401, 1996863.53574521, 1996869.3374346))
"063191200"|TRUE|list(c(6083992.58685107, 6083996.3857698, 6084029.75235629, 6084038.20921752, 6084004.83455096, 6084011.3162602, 6084050.53207262, 6084036.26504828, 6083992.58685107, 1996824.38093807, 1996843.2891313, 1996836.57901128, 1996878.62918339, 1996885.3408829, 1996917.60201283, 1996909.72285052, 1996838.71653889, 1996824.38093807))
"063191210"|FALSE|list(c(6084267.32512205, 6084264.67451651, 6084266.31034767, 6084267.32512205, 1997138.83252851, 1997133.12534251, 1997138.49943247, 1997138.83252851))
"063191210"|TRUE|list(c(6084267.32512205, 6084273.00540432, 6084292.85237955, 6084267.32512205, 1997138.83252851, 1997151.0631026, 1997147.21175883, 1997138.83252851))
"063191220"|TRUE|list(c(6084277.20703944, 6084231.693394, 6084190.23382205, 6084190.81085598, 6084230.92921351, 6084237.10766927, 6084222.16418926, 6084231.43172844, 6084277.20703944, 1997195.72065149, 1997097.72235031, 1997106.0513086, 1997108.95403962, 1997100.88575347, 1997131.60721783, 1997134.61246992, 1997180.69466695, 1997195.72065149))
"063191290"|TRUE|list(c(6084185.59901601, 6084204.73699712, 6084243.95386292, 6084239.00606541, 6084213.06888737, 6084202.95219433, 6084229.38497768, 6084229.16951629, 6084185.59901601, 1996781.23898985, 1996878.74124557, 1996870.86203235, 1996845.65390584, 1996851.54048891, 1996802.63493856, 1996796.63621742, 1996795.5384809, 1996781.23898985))
"063191300"|TRUE|list(c(6084146.91129817, 6084149.07003151, 6084167.69685366, 6084146.91129817, 1996835.20801481, 1996846.26634042, 1996842.02989627, 1996835.20801481))
"063191300"|TRUE|list(c(6084159.50651955, 6084160.14508662, 6084131.9027902, 6084138.60670765, 6084204.56285229, 6084200.33120853, 6084179.49163623, 6084175.87993772, 6084159.50651955, 1996899.72828535, 1996902.99940847, 1996908.67446803, 1996943.02705748, 1996929.77506997, 1996908.21581829, 1996912.94146855, 1996896.04041335, 1996899.72828535))
"063191300"|TRUE|list(c(6084198.08287979, 6084188.69280523, 6084187.43768225, 6084198.08287979, 1996896.76110048, 1996848.92083036, 1996848.50889524, 1996896.76110048))
"063191300"|TRUE|list(c(6084183.61636589, 6084167.69685366, 6084169.53447764, 6084183.61636589, 1996847.25472779, 1996842.02989627, 1996850.44654357, 1996847.25472779))
"063192020"|TRUE|list(c(6084054.34090859, 6084125.79535859, 6084117.58425757, 6083979.52620778, 6084050.91597869, 6084044.93700687, 6084100.07156405, 6084106.13668508, 6084050.91597869, 6084054.34090859, 1997488.55128767, 1997475.12803448, 1997435.35084217, 1997463.9884715, 1997487.42683054, 1997451.73433784, 1997442.05638718, 1997477.73317323, 1997487.42683054, 1997488.55128767))
"063192030"|TRUE|list(c(6084123.27110834, 6084135.83122026, 6084127.82320756, 6084044.98514563, 6084064.90680699, 6084117.34315421, 6084123.27110834, 1997525.95511916, 1997523.47360438, 1997484.92201015, 1997500.48376004, 1997507.02439679, 1997496.47879286, 1997525.95511916))
"063192040"|TRUE|list(c(6084069.66705664, 6084114.59635845, 6084094.73358349, 6084054.97501482, 6084059.97558446, 6084082.41011245, 6084093.34274235, 6084069.20269963, 6084069.66705664, 1997627.74848657, 1997642.50045769, 1997546.8835783, 1997554.73844136, 1997579.58807219, 1997574.19062072, 1997619.63315365, 1997625.4409294, 1997627.74848657))
"063192070"|TRUE|list(c(6084254.96181067, 6084241.89650577, 6084202.65332214, 6084206.51114724, 6084227.98614496, 6084234.00555801, 6084254.96181067, 1997580.70560489, 1997517.80856366, 1997525.56136043, 1997544.13349249, 1997539.8956243, 1997573.8252545, 1997580.70560489))
"063192080"|TRUE|list(c(6084433.59898904, 6084363.76273922, 6084359.30386104, 6084365.73216975, 6084281.10222372, 6084274.6873226, 6084267.05723, 6084274.35461081, 6084433.59898904, 1997568.581247, 1997545.65344341, 1997546.55378311, 1997578.51750972, 1997595.5375112, 1997563.63961187, 1997565.18028534, 1997600.31115672, 1997568.581247))
"063192090"|TRUE|list(c(6084294.07832684, 6084291.95084122, 6084298.33185906, 6084316.22323299, 6084319.41988826, 6084382.94744183, 6084294.07832684, 1997502.40168309, 1997502.82204239, 1997533.04711476, 1997529.26430117, 1997544.40535874, 1997531.5778321, 1997502.40168309))
"063192090"|TRUE|list(c(6084256.0676439, 6084255.59578913, 6084265.02336736, 6084265.64236348, 6084256.0676439, 1997509.91202478, 1997510.00525622, 1997555.38914109, 1997555.26415297, 1997509.91202478))
"063192100"|TRUE|list(c(6084247.77825807, 6084246.35675847, 6084251.6977599, 6084235.9558981, 6084238.14418535, 6084321.88135917, 6084247.77825807, 1997462.38689582, 1997462.65394367, 1997489.21176368, 1997492.37744231, 1997503.25926596, 1997486.71499069, 1997462.38689582))
"063192100"|TRUE|list(c(6084199.00965591, 6084147.48295745, 6084155.45287242, 6084190.88606747, 6084188.73005641, 6084204.47190125, 6084199.00965591, 1997471.5487349, 1997481.22871955, 1997519.59690647, 1997512.59623394, 1997501.87526615, 1997498.70919609, 1997471.5487349))
"063192110"|TRUE|list(c(6084180.60794865, 6084133.77951853, 6084145.44873946, 6084182.76161758, 6084174.93077168, 6084215.43926552, 6084223.37400778, 6084294.76603638, 6084180.60794865, 1997405.90641791, 1997415.26071071, 1997471.43589672, 1997464.42599829, 1997425.48804329, 1997417.34136412, 1997456.79622689, 1997443.3839442, 1997405.90641791))
"063192120"|TRUE|list(c(6084182.29961095, 6084106.27154841, 6084125.82532114, 6084214.74504313, 6084182.29961095, 1997332.38198569, 1997307.42328068, 1997401.55327171, 1997383.79096123, 1997332.38198569), c(6084131.67653417, 6084116.94916148, 6084146.93596889, 6084161.66326317, 6084131.67653417, 1997400.03398119, 1997326.8032904, 1997320.77271037, 1997394.00341731, 1997400.03398119))
"063193010"|TRUE|list(c(6084152.92996779, 6084142.01594809, 6084045.8590841, 6084111.4980987, 6084127.5752555, 6084143.65241007, 6084148.02617369, 6084152.92996779, 1997848.42906859, 1997793.65282486, 1997813.27028819, 1997834.82411889, 1997831.17832644, 1997827.53217947, 1997846.81881365, 1997848.42906859))
"063193010"|TRUE|list(c(6084152.92996779, 6084160.57980476, 6084227.98035968, 6084152.92996779, 1997848.42906859, 1997886.82274445, 1997873.07330572, 1997848.42906859))
"063193020"|TRUE|list(c(6084209.14765998, 6084191.0079459, 6084151.81422115, 6084154.40521333, 6084190.66082553, 6084203.03708703, 6084176.57541261, 6084170.33806706, 6084160.56834494, 6084165.50536698, 6084209.14765998, 1997874.69900923, 1997783.65781386, 1997791.65383931, 1997804.65773916, 1997797.201371, 1997858.53360742, 1997864.00324461, 1997833.36221351, 1997835.58980714, 1997860.36816838, 1997874.69900923))
"063193030"|TRUE|list(c(6084248.81664962, 6084239.99992658, 6084200.80624012, 6084202.79079782, 6084239.20581167, 6084245.76516397, 6084248.81664962, 1997817.91386333, 1997773.66371689, 1997781.65893452, 1997791.61920755, 1997784.2958103, 1997816.91188053, 1997817.91386333))
"063193040"|TRUE|list(c(6084305.21694812, 6084288.99094984, 6084249.79821728, 6084254.97331659, 6084293.41616259, 6084304.46765248, 6084305.21694812, 1997845.10530354, 1997763.66883364, 1997771.66481988, 1997797.6380643, 1997789.90678625, 1997844.8592645, 1997845.10530354))
"063193080"|FALSE|list(c(6084343.46146359, 6084342.13237689, 6084330.42236405, 6084343.46146359, 1997704.4098599, 1997697.73970821, 1997700.12866394, 1997704.4098599))
"063193080"|TRUE|list(c(6084343.46146359, 6084349.74919398, 6084353.30906651, 6084346.54735562, 6084343.46146359, 1997704.4098599, 1997735.96545008, 1997735.2392191, 1997705.42306702, 1997704.4098599))
"063193090"|TRUE|list(c(6084403.86207054, 6084398.05782488, 6084407.61613681, 6084496.75586724, 6084403.86207054, 1997625.49024441, 1997626.64670046, 1997674.17441035, 1997655.98904436, 1997625.49024441))
"063193090"|TRUE|list(c(6084361.41035079, 6084330.64328229, 6084340.17822028, 6084371.00222287, 6084361.41035079, 1997633.94845771, 1997640.07858458, 1997687.93239669, 1997681.64400244, 1997633.94845771))
"063193100"|TRUE|list(c(6084275.85999007, 6084294.88105948, 6084334.07468983, 6084319.50119275, 6084307.49814627, 6084275.85999007, 1997646.59137375, 1997742.05528596, 1997734.06007977, 1997660.92006328, 1997656.97911033, 1997646.59137375), c(6084307.49814627, 6084317.46768566, 6084291.09232727, 6084281.12304345, 6084307.49814627, 1997656.97911033, 1997700.94085274, 1997706.92196434, 1997662.96059051, 1997656.97911033))
"063193110"|TRUE|list(c(6084233.23519686, 6084241.22191438, 6084248.5529552, 6084244.78902606, 6084275.19742255, 6084233.23519686, 1997688.53869329, 1997728.62214038, 1997727.14786567, 1997708.43193615, 1997702.31651115, 1997688.53869329))
"063193110"|TRUE|list(c(6084244.95243421, 6084245.89000346, 6084285.08276884, 6084276.87643055, 6084275.19742255, 6084282.7252355, 6084244.95243421, 1997747.34473747, 1997752.05017589, 1997744.05418295, 1997702.86779426, 1997702.31651115, 1997739.74837913, 1997747.34473747))
