"APN"|"valid"|"geometry"
"063062220"|TRUE|list(c(6084719.33272328, 6084749.4203637, 6084573.67458535, 6084635.17370366, 6084643.48791379, 6084727.39164632, 6084717.83295325, 6084719.33272328, 1999551.73844461, 1999500.85267472, 1999475.36447612, 1999521.85336116, 1999494.23515197, 1999519.49377019, 1999551.24559233, 1999551.73844461))
"063062220"|TRUE|list(c(6084714.33904911, 6084807.04788814, 6084719.33272328, 6084714.33904911, 1999560.18400401, 1999580.56327626, 1999551.73844461, 1999560.18400401))
"063062230"|TRUE|list(c(6084835.84684146, 6084816.9827892, 6084762.87151689, 6084731.84691212, 6084772.3613686, 6084806.11464662, 6084774.05869666, 6084818.0309262, 6084835.84684146, 1999588.13996444, 1999505.59796843, 1999497.75111791, 1999550.22153025, 1999507.48766368, 1999539.48751027, 1999573.29979472, 1999587.74991157, 1999588.13996444))
"063062230"|TRUE|list(c(6084835.84684146, 6140745.05799632, 6084841.00071128, 6084835.84684146, 1999588.13996444, 2244225.81495508, 1999588.25280073, 1999588.13996444))
"063062240"|TRUE|list(c(6084796.63493214, 6084814.31710654, 6084815.86399994, 6084777.96206375, 6084798.70135266, 6084796.63493214, 1999641.80558593, 1999642.24200874, 1999597.70453993, 1999596.87489375, 1999597.84966857, 1999641.80558593))
"063062240"|TRUE|list(c(6084764.02529384, 6084644.66118867, 6084745.22643223, 6084762.55609276, 6084764.02529384, 1999596.56982786, 1999593.95703329, 1999627.00574271, 1999627.8204349, 1999596.56982786))
"063062250"|TRUE|list(c(6084728.9457892, 6084732.24269993, 6084816.46539968, 6084818.79524465, 6084730.73287392, 6084728.9457892, 1999684.7462384, 1999696.77841288, 1999724.45750453, 1999657.35710409, 1999655.1835916, 1999684.7462384), c(6084816.83414732, 6084734.83058373, 6084735.75531806, 6084768.556728, 6084769.01925815, 6084801.82067517, 6084801.3581282, 6084817.75897212, 6084816.83414732, 1999700.36922837, 1999697.62889943, 1999669.69076595, 1999670.78723397, 1999656.81816531, 1999657.91430946, 1999671.88337759, 
1999672.4314617, 1999700.36922837))
"063062260"|TRUE|list(c(6084871.22012232, 6084874.5671949, 6084864.14657103, 6084830.68812336, 6084829.20442109, 6084869.52607263, 6084868.76673535, 6084837.09010554, 6084836.71045467, 6084827.44193781, 6084827.38937711, 6084871.22012232, 1999712.42623497, 1999606.94574482, 1999603.76343522, 1999603.03033213, 1999645.75538743, 1999646.65983104, 1999680.50433751, 1999679.79403871, 1999696.71611044, 1999696.50828973, 1999698.02184042, 1999712.42623497))
"063062270"|TRUE|list(c(6084968.40186018, 6084973.77955225, 6084974.06542941, 6084938.91641834, 6084938.94081551, 6084955.22433117, 6084955.28589317, 6084968.40186018, 1999709.36634837, 1999694.13121936, 1999665.52433287, 1999664.35875757, 1999675.87816022, 1999675.8439045, 1999705.05603476, 1999709.36634837))
"063062280"|FALSE|list(c(6084889.30825424, 6084889.52923484, 6084867.43528663, 6084889.30825424, 1999615.34552729, 1999608.38057974, 1999608.1576362, 1999615.34552729))
"063062280"|TRUE|list(c(6084889.30825424, 6084888.12407456, 6084913.14134016, 6084913.05353317, 6084889.30825424, 1999615.34552729, 1999652.66893743, 1999653.49853423, 1999623.14869704, 1999615.34552729))
"063062290"|TRUE|list(c(6084860.2825576, 6084848.25294276, 6084857.04702621, 6084880.45709396, 6084911.77680719, 6084912.50136067, 6084860.2825576, 1999552.81500169, 1999552.65629567, 1999591.13942622, 1999598.28852633, 1999598.60456436, 1999569.97468159, 1999552.81500169))
"063062290"|TRUE|list(c(6084961.9084583, 6085002.40829246, 6084962.23241811, 6084961.9084583, 1999599.11042813, 1999599.51910007, 1999586.31686059, 1999599.11042813))
"063062290"|TRUE|list(c(6084962.23241811, 6084945.65528602, 6084945.52810714, 6084962.23241811, 1999586.31686059, 1999580.86943047, 1999585.89382627, 1999586.31686059))
"063062300"|TRUE|list(c(6084959.11169043, 6084894.36748962, 6084899.25963123, 6084838.20168633, 6084845.96059849, 6085119.32945216, 6084959.11169043, 1999493.58479733, 1999492.96013906, 1999517.5298613, 1999508.67510195, 1999542.62518267, 1999546.23172246, 1999493.58479733), c(6084962.38426659, 6084946.40837527, 6084945.70608899, 6084881.80228843, 6084882.15324939, 6084914.10531429, 6084914.80756528, 6084962.73527492, 6084962.38426659, 1999510.42430584, 1999510.06604852, 1999541.36368002, 1999539.93002343, 1999524.28120937, 
1999524.99801675, 1999493.70038453, 1999494.77549292, 1999510.42430584))
"063062310"|TRUE|list(c(6084906.98202025, 6084888.61403515, 6084891.77244824, 6084904.35724704, 6084904.70334837, 6084909.18264644, 6084906.98202025, 1999438.54873226, 1999438.45576612, 1999454.3197261, 1999454.6019039, 1999439.17131007, 1999439.27183564, 1999438.54873226))
"063062310"|TRUE|list(c(6084958.98711308, 6085046.60829959, 6084941.3175858, 6084941.19192316, 6084959.60939872, 6084958.98711308, 1999483.58312998, 1999484.4285076, 1999449.83104989, 1999455.42856892, 1999455.84155359, 1999483.58312998))
"063062320"|TRUE|list(c(6084913.28696102, 6084878.35474202, 6084886.62104287, 6084924.11206148, 6084924.08535041, 6084890.13595798, 6084890.26289234, 6084917.12407839, 6084913.28696102, 1999387.37891116, 1999386.92743754, 1999428.44555088, 1999428.63530469, 1999415.94950019, 1999416.02120476, 1999389.0184242, 1999388.63971533, 1999387.37891116))
"063062320"|TRUE|list(c(6084958.06194068, 6085040.64117127, 6084958.00540132, 6084958.06194068, 1999428.80713569, 1999429.2250951, 1999402.07254457, 1999428.80713569))
"063062320"|TRUE|list(c(6084958.00540132, 6084941.01887285, 6084941.03069684, 6084958.00540132, 1999402.07254457, 1999396.4910927, 1999402.10837037, 1999402.07254457))
"063062330"|TRUE|list(c(6085080.00051441, 6084941.53790865, 6084941.63245334, 6085080.00051441, 1999363.28815448, 1999317.79375659, 1999362.50766415, 1999363.28815448))
"063062330"|TRUE|list(c(6084941.53790865, 6084941.11141893, 6084864.53392495, 6084873.41609989, 6084893.75020699, 6084893.69009783, 6084877.72969038, 6084877.69595196, 6084941.53790865, 1999317.79375659, 1999317.65362567, 1999317.51175118, 1999362.12287735, 1999362.2375756, 1999333.83260558, 1999333.86631925, 1999317.9285602, 1999317.79375659))
"063062340"|TRUE|list(c(6084870.32204474, 6084854.69930888, 6084862.54216167, 6084909.48898511, 6084909.64803676, 6084869.60302829, 6084870.32204474, 1999268.30207074, 1999268.11714266, 1999307.50804389, 1999307.59502188, 1999299.78860743, 1999298.85739377, 1999268.30207074))
"063062340"|TRUE|list(c(6084936.2749697, 6084996.81062276, 6084936.55080005, 6084936.2749697, 1999307.64464805, 1999307.75680196, 1999287.95762462, 1999307.64464805))
"063062340"|TRUE|list(c(6084936.55080005, 6084916.46653351, 6084916.40781475, 6084936.55080005, 1999287.95762462, 1999281.35866802, 1999287.41617484, 1999287.95762462))
"063062350"|TRUE|list(c(6084914.93282161, 6084844.37324627, 6084852.70346149, 6084854.82291047, 6084855.18380616, 6084875.41126509, 6084875.3947207, 6084920.66805579, 6084920.15032384, 6084903.74414396, 6084903.65195676, 6085046.72895295, 6084914.93282161, 1999217.08750349, 1999216.25216121, 1999258.09281703, 1999258.11790518, 1999226.48434242, 1999226.94123497, 1999218.51150082, 1999218.97183192, 1999246.96070832, 1999246.63551985, 1999258.69590008, 1999260.38951852, 1999217.08750349))
"063063010"|TRUE|list(c(6085210.10450717, 6085213.69736043, 6085214.05112841, 6085134.05362412, 6085133.92273454, 6085202.29430084, 6085202.36306608, 6085202.36306608, 6085210.10450717, 1999715.49913037, 1999703.55765018, 1999668.21528172, 1999667.53570252, 1999680.61709275, 1999680.47259255, 1999712.95514595, 1999712.95514595, 1999715.49913037))
"063063020"|TRUE|list(c(6085203.67639949, 6085202.90687492, 6085202.56796689, 6085186.75271603, 6085186.1075885, 6085340.01008648, 6085203.67639949, 1999614.4853224, 1999614.47412678, 1999629.57883671, 1999629.22417537, 1999657.97754039, 1999659.2849429, 1999614.4853224))
"063063020"|TRUE|list(c(6085139.63462992, 6085134.59496893, 6085134.15372591, 6085154.46722087, 6085154.77794284, 6085138.96269279, 6085139.63462992, 1999613.55359492, 1999613.48027417, 1999657.53619206, 1999657.70875531, 1999643.8591303, 1999643.50413274, 1999613.55359492))
"063063030"|TRUE|list(c(6085047.5674121, 6085134.9096296, 6085135.17735605, 6085047.5674121, 1999553.30271483, 1999582.00346327, 1999555.21199086, 1999553.30271483))
"063063030"|TRUE|list(c(6085134.9096296, 6085134.69500846, 6085151.61128221, 6085151.68051835, 6085134.9096296, 1999582.00346327, 1999603.48067134, 1999603.72678192, 1999587.5143957, 1999582.00346327))
"063063040"|FALSE|list(c(6085135.61566096, 6085135.70745648, 6085106.84484798, 6085135.61566096, 1999511.42327927, 1999502.25448567, 1999501.96949338, 1999511.42327927))
"063063040"|TRUE|list(c(6085135.61566096, 6085135.27737931, 6085142.68698996, 6085142.6200028, 6085135.61566096, 1999511.42327927, 1999545.21179629, 1999545.3732733, 1999513.72483218, 1999511.42327927))
"063063050"|TRUE|list(c(6085155.23088781, 6085135.01054127, 6085135.68416412, 6085179.52588313, 6085179.75246399, 6085136.87742398, 6085137.3300075, 6085156.95110897, 6085155.23088781, 1999448.21017622, 1999448.22741183, 1999492.2537682, 1999492.68666571, 1999480.21873767, 1999478.84408429, 1999448.32177875, 1999448.77540307, 1999448.21017622))
"063063050"|TRUE|list(c(6085203.94523223, 6085294.03244177, 6085204.35269063, 6085203.94523223, 1999492.92778481, 1999493.81731492, 1999464.35052055, 1999492.92778481))
"063063050"|TRUE|list(c(6085204.35269063, 6085187.74771487, 6085187.63473176, 6085204.35269063, 1999464.35052055, 1999458.89449062, 1999463.93085308, 1999464.35052055))
"063063060"|TRUE|list(c(6085192.72588156, 6085129.66822585, 6085133.94438681, 6085133.90229824, 6085150.53568512, 6085150.50637857, 6085200.40685402, 6085200.4654163, 6085183.83203835, 6085183.85371125, 6085316.01373952, 6085192.72588156, 1999397.5647194, 1999396.87571303, 1999434.06509268, 1999414.1206934, 1999414.08551554, 1999400.19391619, 1999400.08843858, 1999427.87163745, 1999427.90678473, 1999438.1857748, 1999438.073123, 1999397.5647194))
"063063070"|FALSE|list(c(6085123.99093651, 6085123.69704357, 6085111.9435121, 6085123.98456742, 6085123.99093651, 1999347.49815173, 1999344.94203189, 1999344.86265491, 1999348.81890458, 1999347.49815173))
"063063070"|TRUE|list(c(6085126.97675347, 6085128.5169038, 6085168.70088002, 6085168.67157804, 6085126.97675347, 1999373.4671521, 1999386.86253605, 1999387.30161066, 1999373.37895154, 1999373.4671521))
"063063080"|TRUE|list(c(6085183.09030467, 6085117.62708432, 6085122.54637321, 6085124.07162084, 6085123.65970666, 6085166.12035627, 6085165.90175501, 6085190.94790014, 6085191.23560325, 6085174.62026748, 6085174.87919507, 6085315.44179555, 6085183.09030467, 1999292.75253447, 1999292.14764089, 1999334.93403284, 1999334.94433354, 1999307.47924734, 1999307.32074458, 1999295.77367544, 1999295.33415501, 1999316.37703408, 1999316.4187883, 1999335.28746036, 1999336.236744, 1999292.75253447))
"063063090"|TRUE|list(c(6085140.5601853, 6085111.97782718, 6085116.4760715, 6085136.86044722, 6085136.87384052, 6085120.09643818, 6085120.13391255, 6085144.62074446, 6085140.5601853, 1999243.13135874, 1999243.01309244, 1999282.1365784, 1999282.32493421, 1999272.29928325, 1999272.2699894, 1999244.42319703, 1999244.46543557, 1999243.13135874))
"063063090"|TRUE|list(c(6085187.19210918, 6085263.41380285, 6085170.45486135, 6085170.44753322, 6085187.22465333, 6085187.19210918, 1999282.79000908, 1999283.49431316, 1999252.95310816, 1999258.43341116, 1999258.46274119, 1999282.79000908))
"063063100"|TRUE|list(c(6085181.03646245, 6085106.13078354, 6085109.58623275, 6085114.47816662, 6085114.44723797, 6085131.2601082, 6085131.22889878, 6085181.66754873, 6085181.72991952, 6085164.91676229, 6085164.94020905, 6085306.90961673, 6085181.03646245, 1999192.4658981, 1999192.16570443, 1999222.21457915, 1999222.27024163, 1999207.54291565, 1999207.50712726, 1999192.77980639, 1999192.67323178, 1999222.12823772, 1999222.1636359, 1999233.23215127, 1999233.81958343, 1999192.4658981))
"063063110"|TRUE|list(c(6085064.41429522, 6085090.68606107, 6085085.98971313, 6084908.65250075, 6085014.10917474, 6085014.09747076, 6084997.33393912, 6084997.27542922, 6085030.80252642, 6085030.83190612, 6085064.35898574, 6085064.41429522, 1999232.81633016, 1999232.92494427, 1999192.08511066, 1999191.37673151, 1999226.02442883, 1999220.47758087, 1999220.51293995, 1999192.9260226, 1999192.85531473, 1999206.64858885, 1999206.57792245, 1999232.81633016))
"063063120"|TRUE|list(c(6084998.08807785, 6085011.07236826, 6085011.02107331, 6085027.92128057, 6085027.89130208, 6084879.41524406, 6084998.08807785, 1999281.04261347, 1999281.16259522, 1999256.89150356, 1999256.85593833, 1999242.66542034, 1999242.05158283, 1999281.04261347))
"063063120"|TRUE|list(c(6085078.67445417, 6085096.32290066, 6085091.83648921, 6085078.59232121, 6085078.67445417, 1999281.78727444, 1999281.95035547, 1999242.92978589, 1999242.87503116, 1999281.78727444))
"063063130"|TRUE|list(c(6085081.83405025, 6085102.39897063, 6085097.78048538, 6085097.80848418, 6085081.77783485, 6085081.83405025, 1999334.65897235, 1999334.79793008, 1999294.62783144, 1999307.97010494, 1999308.00420296, 1999334.65897235))
"063063130"|TRUE|list(c(6085097.66255089, 6085097.47391932, 6084919.71620659, 6085017.68483127, 6085017.82107548, 6085042.882278, 6085097.66255089, 1999293.60207516, 1999291.96141843, 1999290.31884263, 1999322.50788242, 1999294.40771681, 1999293.71797925, 1999293.60207516))
"063063130"|TRUE|list(c(6085017.68483127, 6085033.7269116, 6085033.71576918, 6085017.68483127, 1999322.50788242, 1999327.77874504, 1999322.47410551, 1999322.50788242))
"063063140"|TRUE|list(c(6085028.71611457, 6085031.52984887, 6085032.15347743, 6085048.46336178, 6085048.77612126, 6084899.84626678, 6085028.71611457, 1999385.77286071, 1999385.80358009, 1999358.0089411, 1999358.37486176, 1999344.4358273, 1999343.42950421, 1999385.77286071))
"063063140"|TRUE|list(c(6085096.78614961, 6085108.35983026, 6085103.54963425, 6085074.42149734, 6085097.71452436, 6085096.78614961, 1999386.51602598, 1999386.64238345, 1999344.80593343, 1999344.60911381, 1999345.13173841, 1999386.51602598))
"063063150"|TRUE|list(c(6085101.87617993, 6085114.29321868, 6085109.51113297, 6084958.43217713, 6085035.24277532, 6085034.93140711, 6085058.42517181, 6085058.33174308, 6085101.4727561, 6085101.87617993, 1999438.2553096, 1999438.24490965, 1999396.65554894, 1999395.00612076, 1999420.2445391, 1999398.96828142, 1999398.55588727, 1999412.03340264, 1999411.8868884, 1999438.2553096))
"063063150"|TRUE|list(c(6085035.24277532, 6085053.13498613, 6085053.0468316, 6085035.24277532, 1999420.2445391, 1999426.12355986, 1999420.21788491, 1999420.2445391))
"063063160"|TRUE|list(c(6085037.78260098, 6085039.28508011, 6085038.92249315, 6085061.02899225, 6085060.92898642, 6085107.00661696, 6085106.86592829, 6085063.86158572, 6085063.89825657, 6085115.67880232, 6085115.00845899, 6084907.31770497, 6085037.78260098, 1999491.28791377, 1999491.30273514, 1999470.64683705, 1999470.9689148, 1999448.33972062, 1999448.41224188, 1999479.98478475, 1999479.84229659, 1999491.54553451, 1999492.05632938, 1999448.2443141, 1999448.41826657, 1999491.28791377))
"063063170"|TRUE|list(c(6085115.30545977, 6085115.70843025, 6085090.23934097, 6085090.83553425, 6085115.30545977, 1999542.30692695, 1999502.05710819, 1999501.80586557, 1999534.26621632, 1999542.30692695))
"063063170"|FALSE|list(c(6085115.30545977, 6085115.28074, 6085123.35500415, 6085115.30545977, 1999542.30692695, 1999544.77600662, 1999544.95197207, 1999542.30692695))
"063063180"|TRUE|list(c(6085108.97864713, 6085114.69691626, 6085115.18071231, 6084924.80598916, 6085039.75659525, 6085057.23782581, 6085057.17201856, 6085091.6453672, 6085091.67825094, 6085108.91491835, 6085108.97864713, 1999603.10669621, 1999603.18982967, 1999554.77620115, 1999550.62729369, 1999588.40090041, 1999588.60715196, 1999557.47668463, 1999557.40363683, 1999572.96887051, 1999572.93254506, 1999603.10669621))
"063063190"|TRUE|list(c(6085114.1691078, 6085114.59687879, 6085108.93515241, 6085108.51066263, 6085091.4810037, 6085091.16930583, 6085114.1691078, 1999655.90023374, 1999613.18943204, 1999613.10712062, 1999637.54263497, 1999637.54765157, 1999648.34216853, 1999655.90023374))
"063063190"|FALSE|list(c(6085114.1691078, 6085114.15442441, 6085118.74923977, 6085114.1691078, 1999655.90023374, 1999657.36629789, 1999657.40533087, 1999655.90023374))
"063063200"|TRUE|list(c(6085033.75321908, 6085037.60488139, 6085038.34105083, 6085034.00708609, 6085033.75321908, 1999697.13788888, 1999704.53625247, 1999671.72280413, 1999671.68598708, 1999697.13788888))
"063063200"|TRUE|list(c(6085040.81875492, 6085041.46312316, 6085118.35566458, 6085119.00412174, 6085108.73519336, 6085107.84038072, 6085040.81875492, 1999710.70953636, 1999711.94725403, 1999737.21625748, 1999672.40803733, 1999672.32080273, 1999712.21304606, 1999710.70953636))
"063071180"|TRUE|list(c(6085773.82781183, 6085773.54679049, 6085797.74861833, 6085797.28785471, 6085812.88978653, 6085811.96853842, 6085771.4715517, 6085770.5368464, 6085815.48719626, 6085818.27849736, 6085773.82781183, 1999811.37625762, 1999818.62236517, 1999819.23673721, 1999837.07899182, 1999837.47488961, 1999873.15975752, 1999872.13219357, 1999896.2334778, 1999897.96054383, 1999825.98294349, 1999811.37625762))
"063071190"|TRUE|list(c(6085724.71673073, 6085723.6767959, 6085730.70053358, 6085731.06002913, 6085760.00428851, 6085724.71673073, 1999808.74901223, 1999835.55487752, 1999835.71259624, 1999819.69548156, 1999820.34473338, 1999808.74901223))
"063071190"|TRUE|list(c(6085721.81334698, 6085721.39597701, 6085760.54421446, 6085763.42883252, 6085760.00428851, 6085758.92632692, 6085744.45407794, 6085744.0948599, 6085721.81334698, 1999883.58804224, 1999894.34637317, 1999895.84965401, 1999821.47006083, 1999820.34473338, 1999868.39570228, 1999868.07107563, 1999884.08782117, 1999883.58804224))
"063071200"|TRUE|list(c(6085672.69211512, 6085670.99590461, 6085711.40333945, 6085713.88473972, 6085696.50333312, 6085696.08675423, 6085710.65066145, 6085708.31040816, 6085679.1829361, 6085680.74277811, 6085672.69211512, 1999848.68066244, 1999892.41133614, 1999893.96269301, 1999830.00091422, 1999824.28920002, 1999833.15039269, 1999833.8350016, 1999883.61493566, 1999882.24572306, 1999849.05910368, 1999848.68066244))
"063071210"|TRUE|list(c(6085624.42287819, 6085623.68750399, 6085632.06914992, 6085632.84900119, 6085632.84900119, 6085624.42287819, 1999811.05540506, 1999830.01779838, 1999830.41181626, 1999813.82433274, 1999813.82433274, 1999811.05540506))
"063071210"|TRUE|list(c(6085621.75692411, 6085621.34182839, 6085661.00327215, 6085663.64407386, 6085661.72841939, 6085659.77057153, 6085645.14016016, 6085644.36030392, 6085621.75692411, 1999879.79982107, 1999890.50349846, 1999892.02752542, 1999823.94397249, 1999823.31446486, 1999864.96270542, 1999864.27492002, 1999880.86240336, 1999879.79982107))
"063071220"|TRUE|list(c(6085571.93766919, 6085571.30924874, 6085579.99413104, 6085580.75553667, 6085571.93766919, 1999845.38384313, 1999861.5873826, 1999861.99579603, 1999845.79828876, 1999845.38384313))
"063071220"|TRUE|list(c(6085570.68083712, 6085570.26385734, 6085611.34919585, 6085613.76920921, 6085596.38603777, 6085595.99692259, 6085610.47688799, 6085608.19260037, 6085570.68083712, 1999877.79069473, 1999888.54233135, 1999890.11969046, 1999827.71711329, 1999822.0047317, 1999830.28206653, 1999830.96263115, 1999879.55405841, 1999877.79069473))
"063071230"|TRUE|list(c(6085525.03097736, 6085524.10850891, 6085545.53079639, 6085546.36660156, 6085546.36660156, 6085525.03097736, 1999803.1674282, 1999826.9512474, 1999827.95831073, 1999810.17866365, 1999810.17866365, 1999803.1674282))
"063071230"|TRUE|list(c(6085522.03889912, 6085521.79187945, 6085560.27122246, 6085563.08247206, 6085562.13022519, 6085560.66681896, 6085544.69499911, 6085543.0234027, 6085522.03889912, 1999880.31158194, 1999886.68044054, 1999888.15858331, 1999815.6717724, 1999815.35884848, 1999846.48920317, 1999845.73832196, 1999881.29798065, 1999880.31158194))
"063071240"|TRUE|list(c(6085474.62858117, 6085471.65980876, 6085511.7992458, 6085512.0495923, 6085511.24043494, 6085513.88515702, 6085514.11920365, 6085514.32243725, 6085474.62858117, 1999808.19752928, 1999884.75536131, 1999886.29666061, 1999879.84202698, 1999879.80399216, 1999826.47064993, 1999826.48165234, 1999821.24172116, 1999808.19752928))
"063071250"|TRUE|list(c(6085423.90736933, 6085423.78299979, 6085433.16549501, 6085423.90736933, 1999802.74898443, 1999805.95597161, 1999805.79140604, 1999802.74898443))
"063071250"|TRUE|list(c(6085421.21389213, 6085420.80283445, 6085461.66717278, 6085464.31739081, 6085461.09544686, 6085458.32295442, 6085421.21389213, 1999872.20286359, 1999882.80237813, 1999884.371642, 1999816.02859704, 1999814.96979613, 1999873.9473018, 1999872.20286359))
"063071260"|TRUE|list(c(6085373.67923117, 6085373.41656557, 6085395.81712805, 6085395.43779989, 6085409.58606526, 6085408.44805945, 6085380.15130362, 6085380.53062046, 6085371.44973121, 6085370.43486162, 6085410.81020206, 6085413.60563846, 6085373.67923117, 1999797.21481303, 1999803.98736817, 1999804.4898477, 1999821.40024723, 1999821.71798962, 1999872.44918803, 1999871.814445, 1999854.90404507, 1999854.7001155, 1999880.86745645, 1999882.41856596, 1999810.33557147, 1999797.21481303))
"063071270"|TRUE|list(c(6085324.32158459, 6085323.25844199, 6085331.3641305, 6085331.72634657, 6085361.15901005, 6085360.07231178, 6085345.35586459, 6085344.99364212, 6085321.38034776, 6085320.98489077, 6085360.44222935, 6085363.34015851, 6085324.32158459, 1999792.94109774, 1999820.35124588, 1999820.53297797, 1999804.38652813, 1999805.04681627, 1999853.48616476, 1999853.15620187, 1999869.30265167, 1999868.77263492, 1999878.96838346, 1999880.48364101, 1999805.76359734, 1999792.94109774))
"063071280"|TRUE|list(c(6085272.62110706, 6085271.55691761, 6085310.99225893, 6085313.48375176, 6085296.26643852, 6085295.84416517, 6085310.19198596, 6085307.86620307, 6085279.17089641, 6085279.946143, 6085272.62110706, 1999849.63446818, 1999877.06946995, 1999878.58455681, 1999814.34840646, 1999808.69028709, 1999817.67254348, 1999818.34689087, 1999867.81817155, 1999866.46911763, 1999849.97893254, 1999849.63446818))
"063071290"|TRUE|list(c(6085223.04304228, 6085221.94870555, 6085231.40272507, 6085231.77346912, 6085261.23198483, 6085259.74836802, 6085220.02530247, 6085219.6229409, 6085261.5642843, 6085264.5179889, 6085223.04304228, 1999786.90871551, 1999815.1195703, 1999815.33163695, 1999798.79792921, 1999799.45874808, 1999865.59395213, 1999864.70288775, 1999875.07534767, 1999876.68568077, 1999800.53862763, 1999786.90871551))
"063071330"|TRUE|list(c(6085874.50659901, 6085828.93558466, 6085827.81009769, 6085839.05123448, 6085839.85655466, 6085871.22534422, 6085868.8099155, 6085826.4810787, 6085825.4798264, 6085873.72817686, 6085874.50659901, 1999824.20753588, 1999809.2328568, 1999838.25511144, 1999838.78369756, 1999821.65499305, 1999823.1293124, 1999874.51577736, 1999872.52572366, 1999898.34441368, 1999900.19758297, 1999824.20753588))
"063072010"|TRUE|list(c(6085467.21304084, 6085473.61400928, 6085473.97855295, 6085458.27784163, 6085458.37783992, 6085467.21304084, 1999727.10667619, 1999713.27346186, 1999676.86615979, 1999676.907018, 1999724.20336735, 1999727.10667619))
"063072020"|TRUE|list(c(6085460.61173467, 6085389.26483782, 6085389.13443784, 6085395.33031505, 6085395.92362724, 6085429.52237202, 6085429.84347232, 6085463.44223215, 6085460.61173467, 1999626.90108003, 1999627.08612305, 1999667.08691713, 1999667.0707935, 1999640.6314806, 1999641.38519319, 1999627.07740114, 1999627.83115571, 1999626.90108003))
"063072020"|TRUE|list(c(6085445.75707837, 6085581.38664853, 6085463.44223215, 6085462.80029337, 6085446.00078638, 6085445.75707837, 1999666.93956713, 1999666.58661612, 1999627.83115571, 1999656.44709803, 1999656.07021849, 1999666.93956713))
"063072030"|TRUE|list(c(6085416.73459464, 6085410.49150793, 6085417.2449962, 6085416.73459464, 1999577.01425444, 1999577.03045413, 1999577.18196477, 1999577.01425444))
"063072030"|TRUE|list(c(6085397.21038586, 6085389.42783786, 6085389.29743755, 6085412.98770292, 6085413.24734892, 6085396.58195177, 6085397.21038586, 1999577.06491625, 1999577.08511057, 1999617.08600487, 1999617.02456256, 1999605.45130721, 1999605.07756785, 1999577.06491625))
"063072030"|TRUE|list(c(6085463.01137281, 6085537.51711831, 6085463.56094418, 6085463.01137281, 1999616.89482277, 1999616.70158706, 1999592.40069325, 1999616.89482277))
"063072030"|TRUE|list(c(6085463.56094418, 6085447.00917259, 6085446.89554024, 6085463.56094418, 1999592.40069325, 1999586.96202841, 1999592.02692299, 1999592.40069325))
"063072040"|TRUE|list(c(6085459.93171913, 6085433.92063161, 6085462.05820698, 6085459.93171913, 1999526.90249131, 1999526.97001777, 1999527.60120098, 1999526.90249131))
"063072040"|TRUE|list(c(6085413.6508969, 6085389.59173875, 6085389.4605391, 6085396.61261154, 6085397.20862491, 6085413.34040428, 6085413.6508969, 1999527.0226393, 1999527.08509842, 1999567.08499205, 1999567.06643371, 1999540.50000972, 1999540.86198829, 1999527.0226393))
"063072040"|TRUE|list(c(6085445.03559767, 6085580.71477259, 6085462.05820698, 6085461.41441917, 6085445.28236632, 6085445.03559767, 1999566.94078476, 1999566.58872168, 1999527.60120098, 1999556.29401355, 1999555.93237557, 1999566.94078476))
"063072050"|FALSE|list(c(6085389.70450116, 6085389.76925721, 6085335.08472457, 6085389.70450116, 1999495.17272807, 1999477.08408586, 1999477.22614044, 1999495.17272807))
"063072050"|TRUE|list(c(6085389.70450116, 6085389.62605689, 6085398.21386752, 6085397.87700819, 6085389.70450116, 1999495.17272807, 1999517.08497563, 1999517.06268112, 1999497.85799379, 1999495.17272807))
"063072060"|TRUE|list(c(6085474.77385327, 6085465.24607667, 6085464.59890376, 6085447.96593162, 6085447.70606661, 6085595.56517032, 6085474.77385327, 1999426.86259085, 1999426.88737062, 1999455.72829484, 1999455.35504619, 1999466.93354906, 1999466.54945392, 1999426.86259085))
"063072060"|TRUE|list(c(6085389.18319426, 6085389.62320876, 6085397.7788416, 6085398.06672763, 6085389.18319426, 1999454.03640949, 1999467.08443151, 1999467.06324553, 1999454.23573053, 1999454.03640949))
"063072070"|TRUE|list(c(6085399.79794858, 6085386.5884085, 6085387.93720773, 6085398.90068044, 6085399.79794858, 1999377.05735435, 1999377.09162391, 1999417.08840115, 1999417.05988743, 1999377.05735435))
"063072070"|TRUE|list(c(6085465.47043091, 6085536.42377365, 6085465.99363733, 6085465.47043091, 1999416.8867533, 1999416.70221836, 1999393.5622384, 1999416.8867533))
"063072070"|TRUE|list(c(6085465.99363733, 6085449.47398644, 6085449.36063357, 6085465.99363733, 1999393.5622384, 1999388.13466988, 1999393.18935296, 1999393.5622384))
"063072080"|FALSE|list(c(6085384.94595447, 6085384.90241064, 6085381.04618933, 6085384.94595447, 1999328.38691928, 1999327.09568716, 1999327.10566737, 1999328.38691928))
"063072080"|TRUE|list(c(6085384.94595447, 6085386.25120989, 6085398.72389091, 6085397.80537642, 6085384.94595447, 1999328.38691928, 1999367.09246506, 1999367.06010713, 1999332.61182988, 1999328.38691928))
"063072090"|FALSE|list(c(6085383.71650874, 6085383.21640958, 6085338.92747336, 6085383.71650874, 1999291.92940526, 1999277.09965577, 1999277.21441585, 1999291.92940526))
